@relation pendigits.data

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
38,73,62,100,87,75,67,39,31,9,0,10,50,20,100,0,2
100,85,48,67,0,74,32,100,77,92,80,61,77,30,75,0,9
0,71,36,67,73,77,100,100,98,95,86,62,74,30,60,0,1
30,82,8,69,36,30,2,0,0,36,14,84,54,100,100,97,5
77,97,13,85,62,41,100,0,24,11,48,63,72,100,0,76,8
0,66,43,100,49,89,19,42,48,10,100,5,38,1,3,0,1
100,100,81,99,48,74,19,47,0,15,30,0,51,25,8,29,6
4,58,0,22,46,0,99,17,100,54,72,88,20,100,7,66,0
100,68,56,48,0,64,14,100,77,98,90,61,61,25,10,0,9
77,99,43,77,34,36,0,0,23,34,66,68,100,100,39,78,8
100,94,51,83,0,76,40,100,80,96,58,61,29,30,8,0,9
53,100,26,69,9,34,18,0,79,2,100,32,38,28,0,1,6
100,100,67,96,29,67,0,33,15,0,70,1,71,18,19,10,6
17,100,5,91,0,59,58,51,100,77,60,60,30,30,6,0,4
38,100,1,70,0,27,40,0,88,17,100,59,66,90,17,76,0
0,88,41,100,91,91,73,46,50,1,32,0,45,27,100,37,7
30,90,100,100,65,93,0,76,37,61,100,42,78,12,8,0,5
36,77,77,100,71,76,55,33,43,0,0,14,50,16,100,17,1
35,100,79,98,70,58,40,25,0,0,4,17,53,19,100,2,2
97,75,60,100,35,68,68,32,49,0,0,22,39,57,100,83,8
7,89,44,100,100,80,69,40,47,0,91,15,85,35,0,35,7
67,73,41,100,16,67,73,34,78,0,0,10,35,47,100,77,8
6,59,0,24,33,0,74,14,100,46,94,85,53,100,16,79,0
36,74,77,100,69,68,50,24,35,0,0,9,50,12,100,18,1
0,66,21,100,50,78,42,33,24,0,9,40,54,55,100,69,7
0,48,26,69,64,89,100,100,80,76,61,51,48,25,56,0,1
43,92,62,70,64,100,3,91,68,75,100,34,67,0,0,8,9
43,100,12,76,0,47,57,36,100,48,93,64,89,31,88,0,4
0,100,1,58,20,17,58,0,94,19,100,64,69,92,28,90,0
100,72,43,78,0,91,50,100,54,75,40,50,30,25,29,0,9
86,88,51,100,44,74,87,95,100,89,70,51,38,14,0,0,9
7,98,0,58,20,18,56,0,91,15,100,58,77,94,40,100,0
49,100,79,95,61,63,67,47,100,27,73,4,31,0,0,13,3
78,100,41,73,0,48,35,37,100,40,83,59,56,30,37,0,4
55,100,27,94,5,56,8,18,59,0,100,23,45,31,0,8,6
0,78,27,100,42,70,29,33,1,4,14,5,57,0,100,4,2
24,96,84,99,100,100,25,93,28,57,93,36,73,0,0,1,5
39,100,16,74,40,57,14,80,32,35,0,7,18,0,100,8,1
8,63,31,79,90,100,100,92,67,69,33,47,10,23,0,0,1
100,100,56,80,23,54,0,25,19,0,77,5,70,22,11,16,6
15,77,42,100,76,87,41,62,93,56,100,29,58,7,0,0,3
0,87,44,100,90,89,73,64,83,37,100,9,56,0,6,1,3
100,100,55,94,19,70,0,36,12,3,57,0,66,30,20,35,6
86,100,39,87,12,57,0,26,31,0,100,8,61,21,2,6,6
23,98,53,100,57,63,29,35,0,9,25,0,62,3,100,3,2
49,100,17,71,0,39,11,7,66,0,100,24,48,33,21,8,6
0,82,32,75,70,88,100,100,89,75,75,50,61,25,54,0,1
0,89,34,100,61,85,52,60,66,37,100,21,86,4,44,0,3
0,57,33,74,79,94,100,100,81,75,65,50,53,25,51,0,1
59,79,35,73,72,36,35,0,5,24,0,70,32,100,100,97,5
0,75,28,100,66,71,55,34,5,12,22,11,80,0,100,32,2
100,100,55,81,24,50,9,15,54,0,87,24,43,41,0,31,6
31,100,2,66,0,27,34,0,78,20,100,58,83,95,33,98,0
16,71,20,100,52,81,36,49,5,22,0,2,50,3,100,0,2
0,82,38,100,71,79,40,51,59,41,100,20,64,0,9,5,3
100,100,55,79,22,55,0,27,14,0,61,13,53,39,2,37,6
78,86,61,100,0,100,7,64,62,51,100,25,63,0,7,5,5
2,91,86,100,98,67,61,33,19,0,0,19,8,43,100,40,7
0,89,46,100,100,98,84,78,51,58,71,35,50,14,5,0,3
91,73,55,100,0,73,49,37,83,0,17,7,56,44,100,77,8
8,86,6,55,60,35,41,0,11,27,0,74,41,89,100,100,5
20,90,15,66,37,18,7,0,0,45,15,95,58,100,100,87,5
78,80,48,100,11,66,0,27,43,0,100,19,42,36,6,18,6
15,94,58,100,100,70,71,34,31,0,14,30,0,57,91,57,7
54,100,18,75,0,55,60,51,100,71,74,56,46,29,28,0,4
49,74,56,100,76,75,50,37,14,6,0,8,50,9,100,0,2
15,92,0,94,56,98,100,100,66,79,46,53,37,27,43,0,7
37,99,0,57,26,28,96,29,100,62,69,100,60,50,59,0,4
48,75,77,100,100,72,49,52,83,40,93,8,39,0,0,25,3
17,100,0,75,1,49,67,46,100,61,88,54,89,27,94,0,4
97,90,67,100,26,71,0,39,4,6,74,0,100,26,27,18,6
19,82,2,66,0,23,33,0,78,14,100,50,77,86,33,100,0
24,91,82,100,88,95,33,82,51,51,100,32,53,4,0,0,5
87,68,34,60,0,89,59,100,78,64,100,28,82,0,3,8,9
21,66,50,100,82,73,66,32,24,7,0,21,50,12,100,0,2
53,57,100,80,67,100,0,87,15,66,84,58,77,29,49,0,9
100,100,70,81,38,56,14,27,32,0,86,7,53,22,0,16,6
22,91,10,52,63,40,53,0,0,15,11,62,42,98,100,100,5
66,86,30,100,45,78,70,88,97,50,100,8,50,0,0,16,9
17,100,79,92,100,76,72,44,49,10,24,0,0,31,71,33,7
35,93,2,69,0,26,36,0,79,2,100,39,81,77,42,100,0
59,100,27,80,0,56,11,35,70,35,100,45,88,23,87,0,4
83,96,20,81,67,41,54,0,0,27,65,62,100,100,15,93,8
43,84,36,63,100,38,75,0,33,24,61,66,61,100,0,73,8
45,59,99,66,100,100,7,94,0,64,96,66,78,37,54,0,9
91,95,43,100,25,65,72,59,100,64,92,23,52,0,0,8,9
0,95,53,100,81,67,61,24,49,0,7,29,42,42,100,43,7
0,78,36,100,68,72,70,35,56,0,27,21,39,50,100,57,7
100,89,71,100,48,79,84,96,85,70,62,39,33,11,0,0,9
0,91,38,100,81,91,67,62,100,40,98,16,51,5,0,0,3
23,76,39,100,50,67,29,35,0,11,29,8,65,7,100,0,2
0,94,50,100,68,71,59,35,45,0,18,27,47,40,100,39,7
0,100,60,97,100,73,82,36,64,0,88,15,89,38,23,40,7
32,64,0,65,1,20,46,0,91,21,100,66,64,100,15,92,0
34,84,42,100,19,65,0,31,56,40,100,55,87,38,85,0,4
27,97,0,57,6,14,58,0,100,30,100,72,57,100,11,74,0
0,96,21,97,79,100,100,98,67,76,48,50,33,23,31,0,7
0,59,20,79,100,100,100,90,60,67,33,44,7,22,33,0,1
31,94,100,100,66,96,5,79,0,50,69,37,92,10,22,0,5
0,100,10,86,14,67,32,50,71,51,82,37,89,18,100,0,4
0,83,30,100,61,78,64,39,52,0,31,24,61,48,100,57,7
77,100,28,80,4,52,2,23,44,0,100,11,51,28,0,14,6
55,100,22,77,2,47,0,16,46,0,100,10,80,30,31,16,6
47,100,0,72,0,38,82,30,100,65,87,95,77,47,62,0,4
56,100,24,73,0,37,8,2,74,5,100,36,41,34,27,0,6
21,80,60,95,100,100,55,87,37,52,76,28,46,2,0,0,5
2,100,74,100,100,76,65,46,35,15,17,0,0,33,74,37,7
56,100,66,64,100,92,42,95,65,61,74,52,62,3,0,0,9
15,81,42,100,71,81,54,54,27,30,0,5,45,0,100,1,2
83,63,48,100,0,76,61,40,82,0,3,9,38,55,100,91,8
100,100,55,96,20,66,0,32,16,0,79,2,68,27,9,13,6
26,97,97,100,63,99,0,82,34,59,100,43,79,9,9,0,5
56,100,11,85,0,39,28,0,80,4,100,47,83,90,32,92,0
0,94,30,100,66,78,33,52,88,46,100,17,52,0,8,11,3
0,60,37,78,79,96,100,100,79,75,59,50,40,25,22,0,1
12,78,43,100,100,97,78,66,38,40,0,13,38,0,100,3,2
66,100,26,74,0,49,80,60,100,75,59,78,37,38,3,0,4
21,100,9,73,0,45,39,30,95,39,100,55,95,28,97,0,4
55,100,21,73,7,42,17,10,66,0,100,24,55,40,0,32,6
0,83,26,100,58,92,47,58,22,31,34,4,67,0,100,0,2
57,96,0,87,46,65,63,15,7,0,3,39,43,84,100,100,5
0,94,52,100,100,96,93,52,85,8,62,0,36,24,91,30,7
81,79,38,57,13,88,61,100,84,65,100,28,75,0,0,5,9
30,100,0,60,1,16,49,0,93,28,100,72,56,99,1,90,0
26,71,52,100,76,76,50,40,12,11,0,0,50,2,100,5,2
77,100,31,73,0,50,68,51,100,56,69,82,46,41,23,0,4
44,100,29,67,0,31,32,15,100,16,99,52,89,40,82,0,4
100,100,48,87,13,55,4,19,50,0,94,25,49,38,0,15,6
0,91,40,100,94,94,60,75,84,52,100,27,53,12,1,0,3
0,100,21,73,50,52,84,67,100,100,89,69,88,35,86,0,4
24,73,85,63,100,24,35,0,18,33,66,67,79,100,0,88,8
45,80,69,100,85,75,57,53,100,45,81,14,33,0,0,14,3
59,84,20,66,59,29,15,0,0,36,58,66,100,100,24,92,8
0,94,59,100,99,76,86,37,62,0,29,14,39,35,100,35,7
55,100,19,75,0,50,71,58,100,75,62,82,40,41,20,0,4
33,89,63,100,58,50,35,10,0,9,31,27,65,4,100,0,2
56,97,20,100,49,79,64,97,95,61,100,18,53,0,0,10,9
38,91,78,100,100,74,68,55,82,46,88,13,45,0,0,5,3
0,93,38,100,96,95,100,57,78,20,57,0,23,32,74,38,7
0,57,12,65,52,83,94,100,100,82,75,55,52,28,35,0,1
55,100,33,62,0,26,33,27,92,39,100,77,95,39,86,0,4
61,100,16,78,0,39,15,0,72,10,100,48,96,88,44,83,0
100,85,66,100,36,78,50,50,90,36,87,2,44,0,0,4,5
100,100,55,79,19,53,0,25,26,0,89,8,75,34,7,37,6
0,78,37,100,62,89,51,60,98,45,100,13,53,0,10,14,3
53,97,31,66,44,20,9,0,0,41,54,67,100,95,37,100,8
31,100,0,69,31,48,100,52,100,91,84,79,72,39,59,0,4
100,100,61,82,30,58,6,30,0,0,44,2,43,21,2,9,6
0,82,24,100,53,87,57,59,47,33,32,7,62,0,100,1,2
23,79,59,100,62,60,36,21,0,0,19,30,60,25,100,16,2
21,85,92,100,100,99,71,79,46,59,21,39,0,19,4,0,1
14,70,58,36,28,0,0,30,48,66,100,100,46,95,22,55,8
68,100,23,78,2,51,0,24,32,0,100,8,85,30,15,24,6
0,100,56,96,100,77,73,43,45,10,53,0,85,31,30,33,7
49,90,33,88,74,100,69,55,39,18,0,3,49,3,100,0,2
4,58,19,15,66,0,100,33,99,78,57,100,15,71,0,29,0
35,80,50,100,63,72,59,54,100,41,89,13,46,0,0,0,3
20,91,59,100,100,91,84,71,52,53,64,32,39,12,0,0,3
22,100,0,54,18,10,100,14,94,56,63,100,59,50,60,0,4
47,80,80,97,100,100,59,89,29,63,54,33,40,4,0,0,5
67,73,40,100,10,69,34,31,29,0,0,24,51,47,100,72,8
25,85,68,51,91,13,16,0,50,33,100,65,79,100,0,89,8
16,78,0,38,31,0,74,13,100,59,71,100,28,91,11,39,0
92,78,27,100,0,67,67,36,100,0,14,5,40,44,95,76,8
2,100,11,94,0,57,51,41,94,64,100,72,77,36,60,0,4
35,80,69,100,66,58,39,24,0,0,9,13,54,13,100,7,2
100,100,59,81,29,55,4,26,11,0,60,12,51,30,0,21,6
47,100,30,73,0,40,22,21,89,23,100,55,71,34,49,0,4
52,86,27,100,0,73,56,73,100,85,87,48,58,14,5,0,9
73,86,12,100,0,66,77,35,100,0,6,8,34,48,75,85,8
32,90,74,100,82,58,50,23,3,4,0,18,52,17,100,0,2
100,96,65,98,61,80,99,100,81,66,60,32,34,0,0,0,9
54,86,88,100,100,99,64,89,36,64,50,31,32,0,0,1,5
0,93,45,100,87,94,71,48,60,0,39,17,53,40,100,37,7
89,100,52,74,30,43,19,11,63,0,100,23,56,44,0,41,6
63,100,0,72,5,52,93,55,100,73,60,77,34,38,9,0,4
47,88,45,100,71,76,52,40,19,10,0,13,51,12,100,0,2
21,64,55,29,7,0,0,32,55,65,100,100,20,93,12,57,8
18,73,29,100,92,98,61,71,55,49,100,24,65,0,0,2,3
31,100,0,64,1,16,43,0,83,25,100,71,65,98,20,84,0
7,87,54,100,100,88,69,66,87,37,99,6,51,0,0,8,3
69,90,33,61,75,16,12,0,0,38,77,59,100,100,20,95,8
33,45,75,70,79,100,72,44,100,10,94,9,37,8,0,0,1
0,100,39,100,52,67,50,32,41,0,21,32,55,43,100,45,7
13,71,51,100,100,78,57,39,15,0,79,8,25,44,0,82,8
0,75,24,100,47,75,37,41,8,15,28,26,66,20,100,0,2
43,93,86,100,100,74,61,52,55,36,98,19,56,0,0,0,3
37,100,0,63,38,40,38,0,13,12,30,61,44,98,100,92,5
55,65,100,86,57,100,0,83,40,68,91,54,62,26,29,0,9
0,77,20,100,50,86,34,51,6,23,20,7,60,4,100,0,2
86,98,19,85,47,41,74,0,0,10,42,49,100,84,51,100,8
0,31,35,50,69,75,100,100,91,79,69,52,49,26,34,0,1
42,78,56,78,100,38,50,0,8,20,58,60,94,100,0,89,8
0,80,37,100,69,81,66,40,57,0,33,26,55,36,100,38,7
58,100,28,75,4,43,0,9,59,0,100,24,41,34,1,9,6
25,100,13,73,0,39,50,44,100,48,64,69,43,36,40,0,4
38,76,0,91,39,45,75,0,24,12,58,58,100,100,37,94,8
13,57,3,18,40,0,81,28,100,66,81,100,31,85,0,54,0
9,82,52,100,66,81,38,55,89,45,100,17,55,0,0,7,3
37,100,0,84,6,56,100,58,94,82,58,97,41,48,47,0,4
0,100,58,97,80,76,52,40,41,0,4,25,32,39,100,42,7
2,73,26,98,100,100,98,76,43,55,64,39,64,15,0,0,3
57,90,0,88,46,52,100,19,39,0,33,37,69,75,39,100,8
27,72,42,100,87,96,69,58,35,28,0,7,50,5,100,0,2
32,100,0,74,0,41,58,30,95,57,100,67,81,34,80,0,4
8,73,25,100,53,71,40,35,2,11,0,1,50,1,100,0,2
16,87,45,100,93,94,64,71,85,49,100,25,53,10,0,0,3
53,93,0,88,58,59,49,100,44,70,100,41,58,0,0,16,9
0,82,41,100,95,92,83,62,73,50,100,21,59,0,5,9,3
0,99,81,100,93,75,65,38,40,0,24,0,15,30,100,32,7
49,94,10,70,0,33,25,0,82,9,100,44,91,81,42,100,0
85,52,85,98,0,79,65,39,100,0,9,13,62,56,100,100,8
0,94,26,100,79,96,100,67,81,33,57,0,18,20,63,34,7
0,63,56,35,98,0,41,1,62,39,100,74,69,100,10,74,8
45,100,26,70,0,34,21,26,82,25,100,59,82,41,78,0,4
61,100,29,76,4,52,0,28,46,8,100,29,71,23,82,0,4
6,97,58,100,100,85,76,56,44,29,25,0,0,29,53,37,7
22,97,62,100,60,62,51,24,38,0,0,31,37,42,100,44,7
0,53,39,62,72,80,100,100,93,77,82,51,73,25,68,0,1
23,70,44,60,90,36,58,0,0,13,9,56,27,94,100,100,5
0,87,43,100,68,58,63,8,34,0,2,29,51,34,100,41,7
0,75,21,55,42,22,18,0,4,35,4,72,42,96,100,100,5
100,100,57,85,26,62,2,36,0,7,44,0,70,20,24,22,6
0,65,2,94,58,100,98,88,72,59,100,28,69,5,24,0,3
0,95,3,97,69,100,100,100,52,80,23,55,16,26,34,0,7
48,88,91,69,76,100,16,75,93,75,100,56,84,11,0,0,9
0,75,21,100,52,81,46,44,17,18,28,24,65,12,100,0,2
8,87,0,43,10,0,61,3,95,38,100,81,53,100,1,83,0
20,67,0,27,36,0,84,17,100,60,77,100,31,85,10,44,0
100,84,57,88,73,43,63,0,0,6,45,45,99,80,83,100,8
0,66,21,72,65,88,100,100,94,75,87,49,79,23,79,0,1
16,100,59,99,69,80,76,64,100,42,85,16,45,2,0,0,3
0,53,40,72,82,95,100,100,68,75,38,51,18,25,10,0,1
54,81,46,98,86,100,75,58,43,24,0,0,48,2,100,8,2
0,44,33,65,73,87,100,100,79,75,56,50,39,24,59,0,1
64,94,50,74,90,36,55,0,0,15,48,51,100,86,24,100,8
39,96,2,70,53,38,63,0,0,10,6,55,31,94,100,100,5
43,92,70,100,68,66,39,37,0,18,17,34,56,13,100,0,2
34,100,21,73,0,44,79,40,97,62,100,54,86,22,79,0,4
59,43,100,79,64,100,22,66,55,28,12,0,0,27,67,56,8
91,70,83,100,15,98,40,70,100,72,100,37,70,7,0,0,9
61,100,0,70,54,38,100,5,13,0,34,36,87,71,36,84,8
23,100,3,69,0,38,58,26,100,45,97,60,76,30,60,0,4
68,92,22,71,0,27,36,0,84,22,100,66,67,100,17,83,0
70,98,0,99,36,48,93,0,4,0,16,46,100,79,48,100,8
0,92,53,100,78,70,61,34,39,0,6,29,43,39,100,30,7
7,68,22,100,54,84,42,48,15,16,0,9,50,9,100,0,2
78,100,32,74,0,43,74,36,100,56,88,64,60,32,38,0,4
54,100,96,93,81,72,77,54,100,30,83,7,41,0,0,8,3
90,100,0,86,42,44,53,0,17,15,73,56,100,99,8,99,8
75,100,4,88,0,61,74,70,100,88,82,58,56,28,51,0,9
0,93,50,100,90,82,73,41,56,0,29,20,47,34,100,32,7
0,94,61,100,96,73,79,36,68,0,100,32,88,54,17,52,7
54,87,72,100,100,100,69,100,42,84,44,45,28,10,0,0,5
68,100,0,90,62,47,100,0,15,5,53,55,97,100,18,84,8
24,100,9,84,0,60,41,43,100,53,76,47,72,23,80,0,4
60,73,59,100,19,73,53,36,51,0,0,20,50,52,100,80,8
0,41,40,58,74,80,100,100,88,75,75,50,65,25,65,0,1
36,90,77,100,100,88,66,68,47,49,73,27,42,6,0,0,3
32,87,20,56,58,30,18,0,0,31,3,79,46,100,100,97,5
100,100,61,93,29,71,3,43,0,8,38,0,66,18,29,29,6
19,55,62,76,100,100,100,98,75,73,62,49,38,24,0,0,1
46,100,28,98,7,64,13,29,55,6,100,15,46,17,0,0,6
100,95,55,100,13,88,4,62,46,47,70,20,39,0,0,10,5
28,83,66,100,100,86,81,60,94,43,96,18,54,0,0,2,3
81,100,47,96,14,62,6,22,53,0,100,19,46,34,0,12,6
0,60,17,92,25,100,29,63,34,26,15,0,55,3,100,5,1
0,72,0,77,23,64,73,37,25,0,9,62,33,100,100,100,5
37,100,14,55,84,61,100,20,38,0,2,43,0,83,72,87,5
0,60,9,62,54,81,99,100,100,82,76,55,52,28,33,0,1
0,88,31,100,65,90,62,68,45,48,38,26,62,9,100,0,2
42,81,52,100,96,76,72,47,77,37,100,7,39,0,0,22,3
82,70,31,56,0,81,51,100,100,84,87,51,54,21,12,0,9
0,68,48,81,86,100,100,97,87,73,81,49,80,24,71,0,1
66,76,78,49,100,88,50,100,70,66,86,45,60,0,0,6,9
18,75,51,100,100,96,79,65,41,40,0,17,9,0,63,2,2
26,100,0,88,0,66,7,45,48,27,95,41,86,21,100,0,4
84,91,42,100,36,70,83,87,94,51,100,6,50,0,0,6,9
30,99,0,60,61,43,52,0,15,4,15,53,35,94,100,100,5
0,71,35,74,75,94,100,100,89,73,77,46,72,18,57,0,1
32,89,14,91,0,44,15,1,62,0,100,28,85,73,45,100,0
30,78,41,100,100,83,59,62,40,56,85,30,62,0,0,9,3
78,100,41,82,14,52,0,19,42,0,100,12,91,38,29,38,6
100,100,60,82,33,58,14,31,11,3,50,0,46,19,0,8,6
40,100,12,76,0,33,30,0,82,1,100,39,75,78,30,100,0
34,96,46,53,36,12,0,0,2,47,28,77,63,92,100,100,5
11,100,28,85,15,53,0,22,53,22,100,42,91,32,92,0,4
16,78,41,100,89,84,38,61,29,41,100,25,84,2,0,0,3
0,84,37,100,82,96,85,67,59,41,31,15,51,0,100,2,2
9,92,56,100,54,58,33,18,10,0,0,36,50,38,100,38,7
48,100,0,43,39,0,100,52,54,87,18,48,74,78,19,19,0
40,81,69,100,97,80,66,55,100,41,100,15,53,0,0,0,3
6,76,22,100,55,78,36,42,0,16,7,9,54,7,100,0,2
10,81,41,59,100,46,89,0,31,3,0,49,10,93,75,100,5
35,83,69,100,100,79,84,52,47,31,0,12,14,0,77,2,2
72,100,44,65,0,36,39,39,100,47,83,70,55,36,35,0,4
0,97,56,100,93,74,92,36,74,0,100,21,88,42,30,43,7
0,93,34,100,59,75,45,36,22,0,19,31,53,46,100,50,7
0,80,58,100,100,81,62,44,26,5,30,0,8,35,75,34,7
37,81,61,100,91,84,63,63,100,46,85,14,37,0,0,16,3
86,86,44,64,0,69,39,95,95,100,100,65,73,31,57,0,9
25,71,44,100,65,81,37,52,0,30,9,18,54,10,100,0,2
45,87,84,100,66,67,79,64,100,33,80,0,36,0,0,25,3
23,95,0,60,3,21,42,0,84,16,100,53,74,85,30,100,0
9,91,71,100,91,68,68,34,41,0,0,15,15,32,100,34,7
0,95,41,97,100,100,80,67,62,23,48,0,17,38,76,42,7
60,100,0,73,11,49,100,53,88,76,64,83,59,41,58,0,4
0,95,52,100,59,75,50,37,54,0,19,5,43,27,100,37,7
0,83,21,100,62,93,57,46,51,0,29,10,56,21,100,28,7
0,56,23,63,61,81,100,100,88,77,69,52,53,26,44,0,1
16,92,11,30,51,0,94,0,100,57,63,98,20,100,0,43,0
0,90,43,100,74,81,71,57,49,35,19,13,43,0,100,1,2
0,52,3,57,47,79,90,100,100,88,79,59,60,30,60,0,1
0,80,35,100,99,82,100,45,61,12,20,0,18,34,92,31,7
70,100,42,81,6,59,0,36,90,37,100,45,69,23,60,0,4
1,91,51,100,100,86,62,49,33,9,15,0,0,36,75,33,7
65,72,24,45,21,0,69,8,100,47,90,93,42,100,0,75,0
0,73,28,100,68,87,69,44,63,1,45,0,54,23,100,32,7
0,69,49,35,63,0,1,6,41,41,100,72,99,100,19,76,8
49,100,25,78,0,40,10,2,76,0,100,30,40,39,24,11,6
0,93,33,100,74,83,84,43,79,1,59,0,51,24,100,29,7
0,88,40,100,59,69,36,36,0,11,9,13,57,15,100,0,2
75,75,38,100,12,64,88,31,89,0,0,20,29,62,100,96,8
98,64,52,70,12,89,68,100,100,76,86,45,48,20,0,0,9
0,56,39,72,71,93,100,100,88,75,75,50,63,25,58,0,1
0,90,43,100,90,99,85,58,78,11,55,0,53,25,100,32,7
0,82,44,98,100,100,93,75,53,55,78,35,58,13,7,0,3
10,100,0,99,51,100,95,89,100,67,91,44,76,22,69,0,7
100,100,42,89,26,74,11,59,5,45,0,29,0,14,21,0,1
0,84,50,100,100,86,70,44,49,0,21,8,20,28,84,30,7
51,85,83,100,100,90,81,66,73,40,73,16,39,2,0,0,3
32,58,26,89,73,100,80,56,42,21,0,0,50,5,100,4,2
100,100,69,83,36,62,11,38,0,12,39,0,70,18,26,26,6
28,74,57,100,81,74,38,47,78,49,100,18,49,0,0,12,3
20,77,61,100,100,80,48,46,9,7,68,0,25,39,0,82,8
53,85,95,100,100,97,58,92,19,72,38,44,39,9,0,0,5
21,100,19,81,11,50,0,23,65,30,100,43,65,30,68,0,4
0,55,38,74,83,96,100,100,83,75,71,50,60,24,43,0,1
37,100,13,73,0,45,64,40,100,50,75,61,58,30,43,0,4
41,86,80,100,93,78,50,58,94,44,100,14,53,0,0,4,3
0,74,33,91,92,100,100,77,71,40,52,0,37,34,69,44,7
34,85,64,100,90,82,60,56,100,38,92,11,44,0,0,13,3
17,63,6,20,51,0,95,28,100,72,55,100,0,91,0,52,0
100,98,60,100,24,87,3,58,35,51,58,26,36,0,0,5,5
95,82,71,100,27,77,77,73,100,80,93,42,56,13,0,0,9
68,100,6,88,47,75,87,82,85,56,100,29,75,6,0,0,9
41,84,73,100,100,82,62,60,97,38,91,8,42,0,0,19,3
100,95,75,100,42,70,0,44,42,33,85,49,83,31,85,0,4
59,89,42,23,29,42,25,100,100,82,75,46,98,0,0,3,3
23,70,51,100,74,82,51,46,20,15,0,4,50,0,100,2,2
53,67,80,44,67,7,0,0,35,36,83,68,100,100,25,80,8
51,54,100,87,36,100,19,62,44,22,2,0,0,37,78,57,8
0,93,41,100,57,65,47,26,21,0,2,35,51,38,100,36,7
49,100,7,83,0,54,100,60,72,82,51,86,59,36,68,0,4
80,100,28,81,44,70,89,82,89,54,100,25,69,4,0,0,9
0,89,61,100,100,85,47,65,44,47,98,29,71,4,6,0,3
23,89,59,100,75,68,58,33,36,0,0,18,48,27,100,32,7
52,100,12,74,0,41,12,9,66,0,100,27,98,60,79,93,0
83,95,6,100,20,65,100,38,83,0,0,12,12,55,36,95,8
24,72,50,100,61,64,33,33,0,12,29,19,64,0,100,10,2
24,100,24,76,0,45,100,48,100,57,61,65,61,31,67,0,4
44,100,20,63,22,22,63,0,100,29,95,69,47,89,0,74,0
100,94,72,100,49,93,44,64,68,53,55,29,29,13,0,0,5
73,100,13,64,66,49,100,93,43,70,0,28,17,0,29,34,8
13,78,49,100,65,76,38,48,4,23,0,9,54,14,100,0,2
100,100,64,98,36,99,34,68,59,60,62,36,32,17,0,0,5
23,100,0,81,25,48,100,44,96,80,85,68,76,28,65,0,4
77,96,27,100,0,67,3,27,42,0,89,12,100,52,88,90,0
100,93,38,100,21,67,85,34,62,0,0,20,50,57,88,93,8
53,85,60,100,57,67,32,39,0,15,29,5,69,0,100,24,2
71,98,76,100,39,75,0,51,39,36,100,49,76,26,86,0,4
100,100,58,91,24,69,2,42,0,12,39,0,49,26,4,37,6
100,100,51,81,18,54,0,24,29,0,89,11,84,36,23,28,6
35,100,27,68,0,37,65,42,100,60,100,66,96,32,96,0,4
100,100,57,85,20,57,0,27,26,0,90,8,81,34,14,36,6
84,100,55,81,32,58,20,33,30,9,100,6,52,13,0,0,6
99,89,26,100,27,68,83,32,40,0,0,27,63,61,100,91,8
70,97,16,84,0,49,12,14,62,0,95,29,100,65,92,100,0
48,84,99,100,100,94,53,74,48,44,90,26,55,0,0,1,5
100,100,55,89,17,61,0,29,28,0,94,6,94,33,26,34,6
41,100,58,60,70,19,1,0,0,35,60,65,100,95,25,84,8
0,88,45,100,81,79,80,43,72,7,58,0,47,23,100,24,7
30,100,21,86,0,58,32,36,80,43,100,61,91,30,89,0,4
41,93,32,64,32,23,0,0,0,32,51,56,100,82,58,100,8
1,61,11,100,19,66,2,27,0,1,33,0,66,1,100,3,2
12,98,56,100,54,67,33,33,10,0,0,34,39,44,100,44,7
7,92,47,58,76,23,13,0,22,35,78,67,100,100,0,86,8
0,51,25,69,65,88,100,100,82,76,65,50,55,26,51,0,1
19,92,38,100,59,68,44,31,18,0,0,35,50,39,100,45,7
63,100,33,90,5,56,10,18,61,0,100,22,46,36,0,16,6
6,76,44,71,89,100,0,95,27,79,100,81,91,40,97,0,9
0,96,51,100,100,96,70,63,49,27,32,0,16,36,69,51,7
32,100,19,78,0,48,49,35,100,47,98,60,75,30,59,0,4
0,78,54,69,100,92,55,100,34,69,90,75,93,41,91,0,9
15,75,0,34,24,0,69,10,98,44,100,86,58,100,13,86,0
100,100,77,99,42,76,16,50,0,20,28,0,65,17,25,30,6
48,86,92,100,100,79,58,62,80,48,75,17,33,0,0,15,3
44,86,90,86,60,100,61,82,100,58,94,20,49,4,0,0,9
18,89,100,100,53,93,10,64,53,77,96,52,68,21,0,0,5
15,85,53,100,78,79,47,53,4,34,0,20,49,9,100,0,2
0,84,36,100,69,79,77,38,70,0,35,21,59,35,100,39,7
21,98,27,71,57,35,27,0,6,22,0,60,21,95,100,100,5
1,66,8,100,29,77,22,35,0,2,31,0,65,4,100,10,2
58,100,3,99,0,64,57,65,71,70,100,30,70,0,13,3,9
88,63,73,100,25,98,0,55,11,11,57,0,100,23,98,68,0
28,98,77,100,89,65,67,27,35,0,0,17,48,29,100,30,7
