@relation pendigits.data

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
17,100,30,92,17,64,0,37,57,27,89,46,89,28,100,0,4
4,79,65,100,67,86,67,58,67,29,23,5,0,0,100,5,1
1,66,0,25,39,0,84,8,100,53,75,95,32,100,12,59,0
15,97,35,100,55,78,26,55,0,32,33,14,78,5,100,0,2
10,79,21,59,36,16,0,0,2,46,11,94,55,100,100,86,5
38,95,53,100,19,80,0,59,61,65,100,89,75,47,49,0,4
0,54,59,54,100,23,45,0,41,34,79,69,65,100,13,75,8
42,100,18,67,0,34,2,0,67,8,97,39,100,73,43,88,0
0,100,58,100,89,88,74,44,61,0,22,22,41,33,100,29,7
59,85,4,100,49,50,94,0,0,24,49,56,100,88,4,90,8
28,71,68,100,61,63,29,91,82,81,100,34,57,0,0,17,9
9,100,0,80,37,67,100,72,100,85,77,57,53,28,36,0,4
44,84,80,100,84,73,50,60,100,49,86,16,33,0,0,23,3
95,100,16,90,0,62,84,68,100,90,80,59,56,29,58,0,9
0,97,54,100,100,93,81,55,69,16,56,0,18,32,74,42,7
0,72,22,100,51,80,31,49,0,21,4,9,54,13,100,0,2
46,76,66,100,100,84,74,58,88,44,95,18,52,0,0,5,3
74,76,31,60,0,76,37,100,85,94,100,60,86,27,54,0,9
43,89,25,59,76,31,41,0,0,21,6,65,33,100,100,99,5
0,52,39,67,80,88,100,100,82,76,69,51,59,25,51,0,1
35,92,12,47,21,0,71,8,100,48,82,94,32,100,0,66,0
16,68,0,37,28,0,80,23,100,67,69,100,16,78,3,35,0
81,96,39,100,13,71,13,39,76,44,100,16,44,0,0,6,5
0,77,38,58,75,30,72,0,45,28,21,60,36,91,100,100,5
29,100,21,76,0,47,6,32,79,35,100,58,99,28,93,0,4
59,79,40,99,0,62,1,14,59,0,100,35,80,80,21,100,0
25,100,82,99,81,65,51,32,14,0,0,1,14,35,100,42,7
0,40,32,59,71,82,100,100,85,75,71,50,64,25,75,0,1
100,100,49,88,41,60,83,77,81,67,82,33,55,4,0,0,9
0,58,44,39,75,9,55,0,25,30,15,63,49,90,100,100,5
74,47,100,72,82,100,30,94,0,69,41,51,83,32,83,0,9
85,100,37,79,13,47,14,14,67,0,100,26,51,40,0,21,6
0,65,16,93,49,100,65,77,48,45,36,11,66,0,100,1,2
0,95,52,100,100,89,84,57,60,27,35,0,12,29,65,35,7
27,82,52,100,62,72,32,45,0,20,11,0,55,2,100,6,2
65,81,100,48,88,10,7,0,40,35,97,68,78,100,0,87,8
0,86,49,96,65,100,53,56,53,11,100,2,53,0,8,9,1
10,79,18,48,39,17,0,0,3,38,10,71,54,87,100,100,5
18,100,0,76,20,46,75,56,100,90,69,68,43,34,19,0,4
5,100,10,71,33,71,33,80,48,37,40,0,0,4,100,6,1
42,79,45,100,79,86,60,46,29,12,0,6,50,10,100,0,2
7,64,57,80,100,100,87,85,74,59,67,34,52,9,0,0,1
100,63,46,61,0,71,23,100,66,99,73,65,72,32,80,0,9
43,99,21,66,60,32,32,0,0,25,10,75,51,100,100,82,5
0,66,78,89,100,100,88,75,78,51,72,26,56,3,69,0,1
51,100,25,74,0,47,57,42,100,46,80,72,70,35,56,0,4
84,93,26,100,0,71,64,64,100,90,89,64,79,31,78,0,9
91,90,59,64,50,16,0,0,21,44,94,73,100,100,11,92,8
16,87,53,100,82,82,40,56,75,50,100,20,56,0,0,4,3
39,100,0,80,2,49,67,40,100,64,60,63,31,32,14,0,4
24,86,3,62,49,32,42,0,0,19,9,61,37,94,100,100,5
0,90,47,100,86,83,66,43,55,0,41,3,40,39,100,36,7
76,100,37,76,8,50,0,21,41,0,100,8,95,29,34,21,6
100,88,62,100,23,85,0,54,4,18,39,0,58,26,18,32,6
100,100,64,93,36,67,14,36,11,0,48,4,34,19,0,3,6
38,64,8,67,0,20,40,0,85,26,100,69,63,100,21,87,0
12,73,22,100,72,80,26,54,56,47,100,20,50,0,0,18,3
54,100,32,67,0,37,28,35,100,37,75,62,62,29,69,0,4
62,100,55,95,22,70,0,43,57,37,100,56,85,29,77,0,4
0,48,14,61,53,81,95,100,100,82,76,56,53,29,39,0,1
33,63,69,82,100,100,78,78,71,54,69,29,57,6,0,0,1
100,94,90,100,45,89,24,59,66,47,85,20,47,3,0,0,5
100,100,54,90,22,61,0,31,3,0,58,6,62,35,4,33,6
42,70,54,100,85,91,63,60,32,33,0,7,47,0,100,2,2
60,92,100,100,64,98,32,72,66,60,76,29,40,7,0,0,5
100,100,59,94,55,69,87,93,91,63,76,25,43,1,0,0,9
0,86,31,100,65,78,59,36,44,0,21,37,54,46,100,55,7
21,100,13,70,0,38,6,17,73,20,100,28,62,32,56,0,4
0,96,26,100,76,100,100,99,64,80,47,54,40,26,39,0,7
33,100,15,85,0,40,13,0,46,3,76,25,100,61,84,95,0
44,100,24,68,0,34,37,33,84,38,100,57,86,39,80,0,4
0,39,62,67,86,100,6,87,38,54,100,26,72,0,1,17,8
12,98,63,100,68,56,53,11,38,0,0,37,38,44,100,42,7
50,85,3,100,4,78,63,68,100,61,80,19,32,0,0,7,9
100,85,17,97,8,71,88,41,67,0,0,23,47,63,100,100,8
4,87,53,100,76,78,47,51,97,38,100,11,46,0,0,7,3
0,66,24,96,56,100,45,63,24,30,15,0,57,4,100,7,2
100,100,66,86,41,58,24,29,27,0,79,2,56,21,0,26,6
23,96,0,61,2,20,37,0,75,19,100,53,95,93,55,100,0
54,94,100,100,60,99,25,75,41,58,73,39,44,10,0,0,5
64,100,15,77,0,45,100,59,84,78,58,90,56,44,67,0,4
11,100,0,86,2,66,26,47,81,44,100,40,83,20,79,0,4
4,73,44,100,83,81,55,43,12,15,0,22,52,20,100,0,2
43,84,0,77,48,37,28,0,1,25,68,57,100,97,21,100,8
45,100,4,91,40,77,51,76,72,49,100,22,69,0,0,3,9
48,100,4,73,0,42,71,34,100,60,95,72,58,36,29,0,4
35,94,0,66,51,54,48,13,1,0,17,47,35,94,100,100,5
34,100,22,67,0,36,34,23,86,30,100,61,94,33,91,0,4
14,73,0,27,38,0,84,10,100,55,75,96,31,100,9,60,0
0,53,29,73,67,94,79,100,71,71,71,41,73,13,100,0,1
53,100,36,91,15,55,10,17,61,0,100,21,59,50,0,61,6
61,100,28,73,11,44,19,12,70,0,100,22,49,36,0,21,6
61,95,20,91,0,42,25,0,79,12,100,58,67,100,20,99,0
0,92,44,100,100,92,66,62,37,31,10,0,7,19,58,31,7
9,63,66,39,77,0,0,4,41,41,100,75,77,100,0,77,8
0,27,32,51,66,75,99,100,100,87,79,58,57,29,40,0,1
54,86,84,100,100,79,71,59,56,34,62,9,22,0,0,15,3
71,95,25,88,0,43,15,0,64,11,100,50,87,95,38,100,0
0,82,37,100,75,87,61,55,34,27,9,5,56,5,100,0,2
25,67,15,26,57,0,100,34,95,74,42,100,0,67,1,26,0
0,100,20,98,78,98,100,92,61,72,33,48,15,22,25,0,7
59,60,99,88,38,100,0,73,80,74,100,58,52,29,6,0,9
48,72,78,100,100,80,69,48,32,22,0,18,45,17,88,0,2
62,99,0,92,32,50,100,24,67,0,1,19,38,64,48,100,8
70,98,100,100,49,96,25,62,63,53,78,24,39,0,0,5,5
57,74,45,100,14,69,46,33,39,0,0,23,49,49,100,73,8
73,100,22,62,0,0,65,14,100,73,42,82,51,65,41,37,0
0,18,39,59,82,100,34,100,34,62,100,36,68,0,14,19,8
11,84,0,66,58,67,99,41,41,0,6,33,8,84,100,100,5
80,100,28,96,0,20,52,0,100,65,61,94,57,68,32,30,0
100,100,54,80,25,54,0,29,0,2,75,0,89,18,19,31,6
100,100,70,87,50,73,33,58,23,43,10,29,0,15,0,0,1
0,96,35,100,50,62,36,21,16,0,2,41,46,52,100,55,7
89,100,43,93,11,60,0,24,44,0,100,26,66,49,4,26,6
52,98,100,100,100,80,63,61,93,40,96,16,51,3,0,0,3
0,67,47,91,78,100,64,59,49,18,2,0,37,4,100,5,1
35,100,73,100,19,87,10,53,73,47,100,16,46,0,0,19,5
55,100,22,90,0,54,12,16,58,4,100,20,56,25,18,0,6
100,100,46,95,51,59,75,25,30,0,0,17,43,46,83,78,8
0,65,32,69,66,84,100,100,89,75,77,49,66,23,62,0,1
51,78,81,100,86,65,53,31,10,8,0,19,50,10,100,0,2
31,67,35,99,81,100,73,56,37,23,0,2,50,0,100,3,2
30,89,0,64,22,22,63,0,100,24,90,68,51,97,5,100,0
4,73,53,91,100,100,47,88,20,41,72,36,52,1,0,0,5
19,90,4,44,24,0,75,12,100,55,82,99,30,100,0,60,0
25,100,71,93,77,57,59,20,30,0,0,28,50,25,100,14,7
31,77,35,100,69,86,51,43,19,8,0,3,49,3,100,0,2
39,90,0,69,72,55,69,12,2,0,7,47,22,91,100,100,5
24,100,77,93,100,72,71,48,46,23,28,0,0,24,31,35,7
95,88,23,100,57,62,100,24,42,0,0,31,44,69,87,97,8
0,98,57,100,100,88,75,52,61,13,55,0,30,36,77,49,7
23,71,61,100,70,92,52,46,41,0,0,8,50,11,100,14,1
0,99,84,100,100,74,70,44,41,15,16,0,4,27,90,27,7
51,65,59,100,0,72,63,37,100,1,4,0,15,37,99,62,8
0,100,62,97,100,76,68,46,34,17,23,0,7,33,72,36,7
0,39,39,59,80,82,100,100,74,76,52,51,37,25,33,0,1
43,100,28,75,0,45,26,26,95,32,100,60,75,32,59,0,4
0,100,14,99,63,82,61,40,34,0,17,19,45,33,100,39,7
0,52,52,75,87,100,65,84,63,58,72,32,98,7,100,0,1
0,59,55,87,100,100,88,56,89,12,32,3,5,2,88,0,1
100,92,79,100,47,89,46,61,68,37,66,9,34,0,0,1,5
0,96,50,100,100,94,95,60,70,27,55,0,30,25,82,23,7
20,100,18,81,3,50,0,30,61,29,100,45,87,26,86,0,4
15,77,27,100,90,87,88,59,52,33,0,12,23,0,100,2,2
25,81,43,100,46,61,29,27,0,5,34,2,68,0,100,7,2
35,80,73,100,95,84,55,62,100,44,97,14,49,0,0,9,3
23,73,0,38,19,0,60,1,93,29,100,74,67,100,32,79,0
31,81,51,100,83,85,50,62,88,41,100,14,53,0,0,5,3
34,77,77,100,100,74,75,43,40,16,0,0,0,24,79,26,7
72,94,25,100,26,71,25,36,72,44,100,18,55,0,0,2,5
100,100,76,97,44,70,16,40,0,6,34,0,43,31,9,32,6
27,84,27,56,74,30,42,0,17,27,0,64,35,94,100,100,5
25,85,24,62,55,100,42,55,49,8,0,0,46,3,100,5,1
19,74,52,85,100,100,95,82,70,60,41,39,14,17,0,0,1
77,100,42,79,14,57,0,33,16,9,77,0,100,17,42,21,6
9,100,0,72,27,51,100,55,97,86,72,61,53,30,48,0,4
84,100,45,76,0,53,0,32,86,36,100,51,66,26,52,0,4
54,75,36,100,78,94,62,55,25,26,0,11,49,4,100,0,2
100,100,49,93,17,64,0,31,18,0,71,5,63,32,8,27,6
9,100,0,59,7,18,39,0,75,7,100,34,99,74,69,95,0
0,36,29,54,67,76,100,100,80,76,58,50,36,25,18,0,1
42,97,0,75,84,73,51,100,13,86,100,73,71,34,18,0,9
0,57,10,60,49,80,88,100,100,90,81,61,67,30,58,0,1
13,95,62,100,72,61,58,19,37,0,0,31,47,37,100,35,7
0,82,8,35,42,0,88,21,100,66,67,100,22,80,15,35,0
20,98,9,55,71,53,70,0,0,5,10,60,24,93,100,100,5
0,91,30,100,48,70,52,33,42,0,27,26,64,28,100,31,7
64,87,0,100,35,53,78,6,19,0,61,41,100,82,44,78,8
0,69,26,100,54,67,45,23,5,0,6,0,53,0,100,1,2
12,89,27,100,16,72,0,44,36,24,97,41,100,28,95,0,4
29,100,72,80,65,52,38,25,0,0,2,22,25,47,100,49,7
64,93,25,56,0,9,37,0,78,35,100,81,61,100,18,70,0
17,87,0,65,46,54,63,11,18,0,19,55,33,99,100,100,5
51,86,45,100,9,51,13,0,69,22,100,71,54,95,0,68,0
34,89,68,100,78,80,61,67,100,48,95,19,51,0,0,0,3
49,82,6,100,0,65,19,27,15,0,8,38,48,62,100,68,8
0,96,59,100,100,74,95,36,75,0,97,7,97,28,34,30,7
30,74,60,100,77,74,54,43,19,16,0,12,52,9,100,0,2
58,94,14,82,31,32,11,0,0,36,58,65,100,97,30,100,8
20,100,8,74,0,44,19,23,68,26,100,45,74,29,64,0,4
0,82,38,100,62,95,31,75,23,57,23,37,46,18,100,0,1
0,47,41,65,76,88,100,100,74,75,49,51,31,26,24,0,1
24,100,0,61,4,17,57,0,100,32,96,75,43,94,11,57,0
60,100,13,73,0,34,28,0,81,21,100,60,83,97,28,81,0
69,100,42,81,22,52,20,21,60,0,100,15,51,28,0,16,6
100,100,19,93,0,53,27,11,1,0,29,41,79,77,54,96,8
46,100,31,86,5,56,0,24,35,0,91,1,100,28,47,32,6
20,89,59,100,88,75,55,50,64,31,100,8,53,0,0,2,3
76,100,58,64,19,32,0,26,76,31,100,57,79,36,63,0,4
45,100,9,76,40,64,100,70,76,79,53,53,25,26,0,0,4
54,71,71,100,92,77,70,40,37,10,0,0,50,7,100,9,2
12,80,48,100,83,73,22,55,71,45,100,15,40,0,0,17,3
100,98,61,100,20,89,0,58,36,54,65,37,44,2,6,0,5
100,100,60,91,23,63,0,32,12,0,65,6,69,36,11,38,6
19,100,0,71,0,40,51,29,100,40,90,62,82,31,82,0,4
49,79,69,100,90,72,67,43,29,21,0,3,50,6,100,0,2
0,51,37,61,71,79,100,100,97,80,87,53,76,25,71,0,1
2,58,0,22,48,0,100,24,100,71,53,100,6,76,22,31,0
0,61,14,18,63,0,100,33,89,80,45,100,14,62,18,16,0
38,54,100,82,64,100,34,65,60,27,17,0,0,32,59,62,8
0,82,36,100,83,88,64,62,83,48,100,16,57,0,14,13,3
45,100,30,79,0,47,8,41,68,38,100,52,96,35,91,0,4
67,99,18,97,32,47,69,0,0,4,45,49,100,91,42,100,8
5,64,28,100,63,83,43,43,8,12,0,0,50,2,100,4,2
18,81,27,54,59,19,18,0,0,35,6,83,51,100,100,100,5
43,99,84,100,80,77,70,59,100,37,80,11,39,0,0,3,3
55,100,39,85,12,49,17,12,78,0,100,27,41,38,0,9,6
0,63,58,85,100,100,78,74,67,46,64,19,0,0,3,3,1
88,97,28,91,26,43,100,5,0,0,37,51,94,100,31,87,8
24,78,59,100,100,91,71,59,61,47,88,19,48,0,0,13,3
13,77,21,58,46,25,11,0,0,42,2,88,49,98,100,100,5
0,60,34,83,57,100,51,64,48,29,13,0,20,2,100,4,1
40,56,100,92,26,100,15,51,77,9,0,0,16,46,100,80,8
72,100,19,78,26,62,100,66,81,89,53,68,33,33,0,0,4
50,100,63,96,30,65,0,36,13,8,85,22,100,30,80,0,4
58,91,93,100,77,73,97,49,100,20,70,0,26,7,0,28,3
32,82,73,100,100,92,66,66,76,44,92,18,48,3,0,0,3
40,88,23,45,39,0,85,3,100,49,79,93,32,100,0,67,0
100,100,61,99,24,66,0,31,22,0,93,13,70,33,3,18,6
42,100,8,77,0,32,30,0,72,7,100,42,81,80,40,81,0
71,73,92,100,18,81,25,45,45,9,0,0,18,33,100,52,8
0,100,3,84,5,60,16,37,60,35,80,45,80,21,100,0,4
38,97,21,61,38,16,4,0,0,45,11,88,55,100,100,99,5
37,90,5,60,12,15,60,0,98,32,100,76,55,100,0,90,0
0,56,29,70,66,87,100,100,88,75,73,50,58,25,48,0,1
100,100,90,96,45,71,14,43,16,12,78,0,72,16,0,18,6
100,100,60,91,31,69,12,44,4,17,34,0,46,20,0,21,6
12,97,56,100,97,87,100,63,95,39,82,10,41,0,0,12,3
0,37,31,56,60,79,90,100,100,89,89,59,78,30,67,0,1
100,100,54,83,23,56,5,24,32,0,77,11,46,34,0,28,6
65,100,93,92,71,68,80,47,100,24,70,6,34,0,0,7,3
100,99,45,100,22,65,69,74,88,88,86,44,58,6,0,0,9
0,98,72,100,97,82,55,43,31,0,24,2,16,39,100,41,7
7,59,0,25,35,0,76,0,100,35,80,76,44,100,5,88,0
88,100,49,85,12,52,0,13,55,0,100,26,42,35,12,5,6
12,62,0,58,7,11,59,0,100,29,92,76,47,100,8,69,0
26,80,23,56,60,24,28,0,0,24,13,68,47,97,100,100,5
26,89,0,50,8,0,69,13,100,58,73,100,20,74,13,25,0
7,94,57,100,56,62,41,25,30,0,0,33,41,39,100,38,7
15,71,38,100,73,89,59,56,30,28,0,0,49,5,100,17,2
3,100,6,83,0,51,34,29,100,29,74,50,54,32,47,0,4
0,82,41,100,75,72,68,22,42,0,11,37,54,47,100,46,7
39,84,0,86,40,42,76,0,20,9,57,54,100,96,44,100,8
100,100,61,82,29,57,8,29,22,0,66,3,45,20,0,15,6
34,80,61,100,56,60,28,28,0,0,33,5,67,7,100,7,2
0,92,55,100,68,67,55,32,42,0,2,28,35,44,100,50,7
60,78,100,100,38,100,0,76,70,79,96,56,75,27,44,0,9
0,76,45,100,88,76,71,37,45,0,35,3,29,33,100,36,7
53,100,15,69,0,29,30,0,78,22,100,60,68,90,11,83,0
10,77,54,100,100,78,75,37,36,2,0,0,21,26,89,30,7
0,43,33,62,70,80,100,100,80,78,66,52,58,26,58,0,1
5,85,12,53,30,12,3,0,0,45,8,85,53,95,100,100,5
100,98,24,100,6,68,78,41,70,0,0,9,32,53,83,93,8
99,81,52,58,0,50,30,82,80,100,100,70,73,34,45,0,9
27,84,56,100,100,90,80,65,86,36,90,5,46,0,0,4,3
11,17,54,54,99,92,42,100,31,64,100,35,75,0,0,13,8
29,80,33,100,71,89,55,43,20,8,0,5,50,4,100,0,2
19,76,67,68,86,100,7,83,61,61,100,57,81,16,0,0,9
7,79,36,100,54,78,30,49,0,24,9,6,55,3,100,0,2
0,30,38,51,69,76,100,100,87,80,66,54,50,27,41,0,1
43,80,41,100,80,93,64,51,32,17,0,3,50,12,100,0,2
56,95,42,62,38,17,0,0,27,38,64,69,100,100,53,94,8
76,93,28,69,100,75,34,100,38,41,0,0,72,12,21,52,8
18,74,29,100,100,88,73,47,31,9,0,0,14,29,96,34,7
85,100,49,81,17,60,0,38,60,32,100,43,70,22,55,0,4
43,100,22,60,38,63,31,64,41,19,0,0,45,2,100,7,1
15,88,22,69,86,46,68,0,0,6,4,62,25,94,100,100,5
53,79,0,92,19,58,80,27,57,0,26,34,80,68,100,100,8
0,100,73,99,100,83,83,51,67,20,43,0,2,27,70,28,7
49,100,20,81,0,44,17,8,71,0,100,31,85,69,41,94,0
0,77,40,95,87,100,100,73,71,47,34,25,17,0,67,1,2
56,91,12,77,65,37,74,0,0,18,50,59,100,99,24,100,8
56,86,99,100,100,96,54,87,20,73,45,46,42,16,0,0,5
36,100,60,100,57,68,33,41,0,20,12,8,56,6,100,0,2
40,88,100,100,38,91,0,64,41,52,96,38,62,11,0,0,5
28,88,58,100,61,74,46,54,95,45,100,20,54,5,0,0,3
99,100,56,76,21,50,0,21,38,0,100,8,77,30,14,26,6
19,91,58,100,100,88,69,60,51,37,93,17,53,0,0,1,3
19,82,16,48,45,18,11,0,0,44,18,84,58,100,100,95,5
16,93,35,70,100,86,26,100,46,86,86,72,52,32,0,0,9
100,78,43,100,2,72,51,35,46,0,0,24,50,58,76,90,8
54,87,100,100,72,96,31,76,30,45,79,42,47,14,0,0,5
0,86,35,67,98,33,81,0,24,22,74,60,100,100,15,99,8
0,45,53,36,62,0,7,6,52,38,100,70,71,100,11,84,8
82,100,40,81,6,52,0,18,51,0,100,16,58,35,8,20,6
0,93,51,100,100,89,99,59,80,28,54,0,26,27,51,45,7
0,96,31,100,81,93,76,48,56,1,44,0,49,32,100,35,7
31,82,72,100,100,87,65,64,69,40,91,14,47,0,0,5,3
34,79,69,100,60,75,41,26,13,0,0,8,50,7,100,5,1
31,71,57,88,100,100,71,80,46,60,20,41,3,20,0,0,1
100,100,43,78,80,39,76,0,0,10,39,46,86,82,10,97,8
62,94,39,100,7,69,0,34,33,3,100,1,70,19,13,0,6
36,100,7,79,0,45,37,20,83,32,100,66,83,34,77,0,4
33,90,57,56,91,20,9,0,0,33,76,64,100,100,4,96,8
38,42,96,71,100,100,32,77,43,38,62,0,0,5,49,39,8
5,81,45,100,71,77,48,38,16,6,0,3,50,8,100,0,2
0,83,18,50,63,16,23,0,3,35,50,68,100,100,13,95,8
100,100,58,86,27,66,7,43,0,18,34,0,72,14,43,29,6
4,71,32,100,37,95,33,57,29,19,0,0,49,1,100,4,1
31,100,0,58,74,45,57,2,10,0,6,46,17,90,100,97,5
0,95,43,100,66,65,61,25,47,0,11,32,41,44,100,55,7
21,69,0,48,19,7,61,0,94,30,100,74,67,100,29,83,0
48,100,37,83,13,54,0,25,54,23,100,46,78,26,76,0,4
30,95,0,62,13,20,57,0,100,21,99,64,63,95,15,100,0
0,100,4,68,37,49,100,51,88,70,64,72,66,36,62,0,4
100,63,39,53,0,66,36,93,82,100,89,67,88,33,91,0,9
100,98,57,100,23,83,12,47,43,45,77,24,45,1,0,0,5
23,93,1,59,16,19,64,0,100,29,94,72,52,100,0,90,0
24,77,0,46,22,8,70,0,100,32,90,74,51,100,5,90,0
15,89,0,68,87,69,86,25,21,0,4,45,8,86,100,100,5
40,100,5,67,0,28,40,0,94,18,100,57,58,84,3,67,0
24,99,77,100,95,70,44,51,73,47,100,18,55,0,0,8,3
0,69,2,99,41,100,56,72,35,42,23,11,60,0,100,1,2
93,96,72,100,70,76,100,99,92,71,80,42,47,17,0,0,9
13,100,0,72,13,41,69,42,100,55,68,77,43,39,23,0,4
15,89,34,53,50,13,4,0,0,43,0,87,48,98,100,100,5
16,100,1,84,0,58,29,39,74,46,100,51,88,25,78,0,4
58,84,91,100,100,84,77,60,87,35,80,10,41,1,0,0,3
88,63,87,100,7,94,0,59,73,76,100,77,85,39,80,0,9
85,100,49,87,12,57,0,22,45,0,100,15,78,47,18,59,6
100,92,55,100,33,70,77,69,78,66,83,21,46,0,0,9,9
41,100,1,61,0,33,67,36,100,46,85,91,64,46,43,0,4
0,79,40,100,87,89,66,60,82,46,100,19,56,0,4,3,3
72,72,51,100,4,75,44,38,52,0,0,17,41,53,100,81,8
4,70,0,27,34,0,70,1,100,34,90,86,55,100,20,83,0
57,89,0,100,1,68,43,34,30,0,1,31,41,65,100,86,8
90,79,30,61,4,89,55,100,80,63,100,26,74,0,0,8,9
18,59,9,22,51,0,96,21,100,63,72,100,22,93,0,55,0
20,77,54,100,100,94,81,64,79,44,94,15,48,0,0,14,3
55,89,85,100,100,81,78,60,69,35,64,9,33,0,0,3,3
49,100,0,70,24,56,100,65,86,85,44,77,21,38,6,0,4
5,65,0,89,37,100,88,97,100,79,71,53,48,26,59,0,7
2,75,37,100,56,99,58,61,46,25,0,0,34,5,100,8,1
29,80,0,41,14,0,70,14,100,53,100,96,49,100,19,62,0
100,93,48,100,27,69,30,33,16,0,0,26,41,51,100,58,8
79,100,41,82,0,61,23,45,77,37,86,54,86,25,100,0,4
88,100,100,95,75,79,38,64,25,47,12,32,0,16,12,0,1
38,65,36,98,100,100,99,69,62,55,96,26,55,0,0,15,3
62,100,25,91,0,49,7,2,55,0,92,30,100,78,63,100,0
78,99,21,85,0,50,5,14,59,0,100,27,100,65,79,100,0
8,100,67,99,72,65,55,31,32,0,0,26,36,47,100,52,7
45,69,74,100,68,94,57,50,39,9,0,3,50,3,100,0,1
100,100,82,91,64,75,50,59,27,43,14,27,0,11,0,0,1
86,100,46,83,17,56,0,28,17,1,92,0,100,21,22,16,6
54,87,85,100,76,71,65,47,100,21,77,0,33,5,0,22,3
61,100,0,72,1,42,79,43,100,67,67,90,56,45,57,0,4
29,100,4,77,0,54,64,53,100,69,71,47,46,24,32,0,4
0,79,27,93,60,100,77,80,72,54,64,28,66,4,100,0,2
18,74,49,100,53,67,31,31,0,0,13,11,59,2,100,8,2
87,74,63,100,46,71,87,82,100,54,88,17,40,1,0,0,9
100,100,93,86,73,72,57,57,40,44,23,29,10,15,0,0,1
13,91,18,54,66,40,37,0,5,29,0,81,44,99,100,100,5
84,96,0,100,28,66,100,36,68,0,2,21,46,60,88,95,8
16,86,0,43,25,1,68,0,100,35,90,85,50,100,13,75,0
94,100,50,77,17,49,5,16,50,0,100,14,57,31,0,24,6
97,82,68,100,42,69,44,32,23,0,0,24,42,49,100,61,8
79,89,100,100,79,83,57,67,36,50,18,34,7,17,0,0,1
9,74,32,100,63,84,48,48,12,19,0,13,49,4,100,0,2
100,100,77,87,57,72,40,58,26,45,14,30,3,14,0,0,1
0,70,18,97,76,100,92,74,66,36,54,0,100,26,58,33,7
21,64,34,100,39,92,41,55,41,18,0,1,34,0,100,1,1
0,56,32,78,78,98,100,100,85,75,76,50,73,24,76,0,1
87,86,46,100,17,70,75,75,100,80,94,39,58,6,0,0,9
22,100,19,84,0,49,40,39,97,41,90,69,93,31,100,0,4
9,84,44,100,67,78,27,55,83,44,100,14,48,0,0,3,3
11,72,45,100,100,98,90,60,49,31,0,10,15,2,74,0,2
9,56,6,14,40,0,78,27,100,62,90,97,43,100,0,84,0
76,54,73,95,27,100,0,60,8,15,53,0,91,29,100,72,0
51,82,100,100,54,76,0,54,8,32,84,45,49,25,27,0,4
7,77,33,100,56,77,34,37,0,4,4,0,53,5,100,20,2
30,68,63,99,76,100,65,60,44,23,0,0,46,2,100,10,1
41,100,45,99,10,77,0,58,59,49,100,49,71,25,58,0,4
0,73,7,84,63,100,100,98,88,73,80,49,74,24,77,0,1
0,78,38,98,86,100,76,66,79,52,100,28,65,0,24,9,3
100,100,83,93,67,78,54,62,38,47,29,31,12,15,0,0,1
100,100,66,98,34,75,10,48,0,17,32,0,57,23,22,40,6
0,65,39,96,45,100,48,64,56,28,20,2,12,0,100,3,1
72,100,28,80,53,47,84,15,30,0,0,23,49,50,100,76,8
73,100,35,86,3,53,0,16,54,0,100,22,53,42,4,30,6
0,97,51,100,82,86,84,65,90,45,100,25,82,8,35,0,3
46,100,10,71,0,28,32,0,76,20,100,59,87,99,39,98,0
100,100,48,81,14,53,0,24,35,0,97,12,43,29,4,16,6
8,75,15,56,100,33,75,0,30,9,12,44,0,79,88,100,5
0,73,28,100,69,100,60,68,36,38,11,9,51,0,100,6,2
100,76,53,55,15,73,51,100,91,81,83,44,52,12,0,0,9
76,82,72,42,93,0,7,5,33,42,100,74,72,100,0,74,8
85,83,100,76,81,100,50,67,93,69,95,21,47,0,0,23,9
17,98,77,100,85,66,68,32,42,0,0,26,38,50,100,60,7
58,100,0,84,75,60,100,24,35,0,6,32,45,68,30,98,8
0,75,45,100,45,95,44,61,45,27,15,0,34,1,100,5,1
25,81,61,100,85,77,57,53,100,42,93,7,36,0,0,22,3
74,100,38,91,15,62,0,30,13,0,69,0,100,26,46,32,6
0,80,43,100,89,83,80,50,63,17,47,0,30,26,100,30,7
6,93,48,100,84,70,79,23,48,0,0,23,44,35,100,39,7
13,66,24,100,54,86,33,45,0,17,17,17,58,6,100,0,2
0,77,18,100,23,90,25,57,26,25,2,0,13,4,100,8,1
12,90,0,83,42,94,100,100,83,77,61,51,41,26,35,0,7
40,95,16,58,100,52,90,10,12,0,0,48,8,89,94,100,5
56,100,26,75,0,46,34,32,81,32,96,61,86,29,100,0,4
76,76,48,100,0,80,37,58,100,74,84,57,46,29,19,0,9
100,72,58,100,0,77,46,39,62,0,24,21,69,58,69,91,8
0,59,46,76,91,100,82,66,71,34,65,0,33,8,100,10,1
100,100,46,89,13,64,0,34,25,7,80,0,80,24,26,26,6
32,78,57,100,86,87,70,60,100,42,93,16,50,0,0,7,3
62,93,16,74,0,35,21,0,77,7,100,43,83,81,33,100,0
52,100,31,70,46,34,25,0,0,19,50,50,100,81,69,99,8
